Playlist Title,Playlist Version,Track Title,Track Asin,Track Artist Name,Track Artist Asin,Track Album Name,Track Album Asin,Track Creation Date,Track Last Updated Time,Number of Followers
Brass Band,72,35,33662,true,true,true,2020-03-21 18:35:56 UTC,2020-05-10 19:46:58 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B084Y8WFY8:Blitz,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage
Brass Band,73,36,34374,true,true,true,2020-03-21 18:35:56 UTC,2020-05-10 19:52:28 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B084Y8WFY8:Blitz,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live)
Brass Band,74,35,33679,true,true,true,2020-03-21 18:35:56 UTC,2020-05-10 19:53:15 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live)
Brass Band,75,36,34439,true,true,true,2020-03-21 18:35:56 UTC,2020-05-15 13:15:08 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam
Brass Band,76,37,35080,true,true,true,2020-03-21 18:35:56 UTC,2020-05-15 13:15:33 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam
Brass Band,77,38,35835,true,true,true,2020-03-21 18:35:56 UTC,2020-05-15 13:16:02 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live)
Brass Band,78,39,36582,true,true,true,2020-03-21 18:35:56 UTC,2020-05-15 13:16:28 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam
Brass Band,79,40,37074,true,true,true,2020-03-21 18:35:56 UTC,2020-05-15 13:17:36 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light
Brass Band,80,41,38177,true,true,true,2020-03-21 18:35:56 UTC,2020-05-19 13:53:50 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres
Brass Band,81,42,39371,true,true,true,2020-03-21 18:35:56 UTC,2020-05-19 13:55:00 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres,B07QV9Q6QJ:The Turing Test
Brass Band,82,43,39617,true,true,true,2020-03-21 18:35:56 UTC,2020-05-19 13:55:03 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres,B07QV9Q6QJ:The Turing Test,B07QYBLSJ9:Aristotle's Air
Brass Band,83,44,39817,true,true,true,2020-03-21 18:35:56 UTC,2020-05-25 15:14:16 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres,B07QV9Q6QJ:The Turing Test,B07QYBLSJ9:Aristotle's Air,B00JZNUPXU:Enter the Galaxies
Brass Band,84,45,40549,true,true,true,2020-03-21 18:35:56 UTC,2020-09-11 00:56:00 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres,B07QV9Q6QJ:The Turing Test,B07QYBLSJ9:Aristotle's Air,B00JZNUPXU:Enter the Galaxies,B00AL1M3AI:Le chant de l'alpe
Brass Band,85,45,40549,true,true,true,2020-03-21 18:35:56 UTC,2020-09-11 17:11:39 UTC,false,0,B07RL88W18:Diversions on a Bass Theme (Live),B07RM61M55:Harmony Music (Live),B07RK4KN28:Shine as the light (Live),B07RM6XMYQ:Masquerade (Live),B07RGX4N81:Revelation (Live),B00AL1M27W:Masquerade,B07RGWSYFD:Malaguena (Live),B01KSDRH5Y:Finlandia Op. 26,B01N5XZ6FZ:The Power of the Soul,B01ND40J91:Spiriti,B01NC3H0NU:Goldberg 2012 - Eikanger-Bjørsvik Musikklag [Explicit],B01N19M5OG:From Ancient Times,B00BKJ6BM6:A Tale As Yet Untold - Eikanger-Bjørsvik Musikklag,B00BKJ6TT6:St Magnus,B00IHFUOB0:Mutant Sonorites - Eikanger-Bjørsvik Musikklag,B00IHFUVJK:Goldberg 2012,B00TRQ0WJW:Of Distant Memories - Eikanger-Bjørsvik,B00TRQ187M:Audivi Media Nocte - Eikanger-Bjørsvik M.Lag,B01BSZVTVE:Searching for light - Eikanger-Bjørsvik,B01BSZW09Y:Trance - Eikanger-Bjørsvik,B06X3SSJDQ:Variations on a theme of Michael Tippet,B06X16XPHC:Fraternity - Eikanger,B079WL4BF7:Aubade,B079WK1ZWW:Partita for Band,B07PK6FJQ8:Concerto Grosso (1980),B07PGX7CJK:Perihelion: Close to the Sun,B084XYRHZT:Spiriti,B084XWTFHN:Fraternity,B084XX12J7:Myth Forest,B00TRQ1E6W:Paganini Variations,B00TRQ1F9I:Yggdrasill,B000QWXQ3A:Lloyd: English Usage,B000QWZ2U0:Lloyd: Diversions on a Bass Theme,B079WMPS8N:English Heritage,B07RJ11674:Blitz (Live),B000TPJ1OC:Resurgam,B007QUSU36:Resurgam,B07YQ8VXZN:Resurgam (Live),B01MYGV62J:Resurgam,B000TPL55U:Shine As The Light,B079WL9CFD:Music of the Spheres,B07QV9Q6QJ:The Turing Test,B07QYBLSJ9:Aristotle's Air,B00JZNUPXU:Enter the Galaxies,B00AL1M3AI:Le chant de l'alpe
